,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactq1,lastlctq1,lastdvpspq1,lastsaleq1,lastcshoq1,lastprccq1,lastepsfiq1,lastoancfy1,lastivncfy1,lastfincfy1,lastactual1,meanest,actual
14668,WMB,31/12/2019,2019,3,1434,3324,0.38,1999,1212,24.06,0.18,2702,-2344,-279,2028,3389,0.38,2041,1211,28.04,0.26,1844,-1424,218,0.26,0.24,0.24
14669,WMB,31/03/2020,2019,4,1580,3968,0.38,2107,1212,23.72,0.11,3693,-2827,-745,1434,3324,0.38,1999,1212,24.06,0.18,2702,-2344,-279,0.24,0.26,0.26
14670,WMB,30/06/2020,2020,1,1565,2116,0.4,1913,1213,14.15,-0.43,787,-329,-347,1580,3968,0.38,2107,1212,23.72,0.11,3693,-2827,-745,0.26,0.25,0.25
14671,WMB,30/09/2020,2020,2,2338,2438,0.4,1781,1213,19.02,0.25,1930,-670,-416,1565,2116,0.4,1913,1213,14.15,-0.43,787,-329,-347,0.25,0.27,0.25
14672,WMB,31/12/2020,2020,3,1403,1861,0.4,1933,1213,19.65,0.25,2382,-1082,-1519,2338,2438,0.4,1781,1213,19.02,0.25,1930,-670,-416,0.25,0.31,0.09
14736,WEC,30/06/2017,2017,1,1855.3,2054.6,0.52,2304.5,315.579,60.63,1.12,714.6,-325.6,-380.8,2168.7,2431.6,0.495,1963,315.615,58.65,0.61,2103.5,-1270.1,-845.7,1.12,0.58,0.63
14737,WEC,30/09/2017,2017,2,1779.7,2787.3,0.52,1631.5,315.577,61.38,0.63,1268,-1023.9,-245.1,1855.3,2054.6,0.52,2304.5,315.579,60.63,1.12,714.6,-325.6,-380.8,0.63,0.67,0.68
14738,WEC,31/12/2017,2017,3,1823.3,3026.1,0.52,1657.5,315.576,62.78,0.68,1746.7,-1552,-214.1,1779.7,2787.3,0.52,1631.5,315.577,61.38,0.63,1268,-1023.9,-245.1,0.68,0.67,0.71
14739,WEC,31/03/2018,2017,4,2213.5,3869.3,0.52,2055,315.575,66.43,1.36,2079.6,-2239.6,161.4,1823.3,3026.1,0.52,1657.5,315.576,62.78,0.68,1746.7,-1552,-214.1,0.71,1.11,1.23
14740,WEC,30/06/2018,2018,1,1980.8,3605.9,0.5525,2286.5,315.539,62.7,1.23,894,-435.8,-445.1,2213.5,3869.3,0.52,2055,315.575,66.43,1.36,2079.6,-2239.6,161.4,1.23,0.61,0.73
14741,WEC,30/09/2018,2018,2,1810.4,3053.2,0.5525,1672.5,315.533,64.65,0.73,1513.4,-996.8,-523.2,1980.8,3605.9,0.5525,2286.5,315.539,62.7,1.23,894,-435.8,-445.1,0.73,0.73,0.74
14742,WEC,31/12/2018,2018,3,1839.7,3602.5,0.5525,1643.7,315.526,66.76,0.74,2008.2,-1720,-306.6,1810.4,3053.2,0.5525,1672.5,315.533,64.65,0.73,1513.4,-996.8,-523.2,0.74,0.64,0.65
14743,WEC,31/03/2019,2018,4,2247.6,3331.7,0.5525,2076.8,315.523,69.26,0.65,2445.5,-2384.4,26.4,1839.7,3602.5,0.5525,1643.7,315.526,66.76,0.74,2008.2,-1720,-306.6,0.65,1.25,1.33
14744,WEC,30/06/2019,2019,1,2008.3,2889.9,0.59,2377.4,315.438,79.08,1.33,735.7,-606.6,-186.1,2247.6,3331.7,0.5525,2076.8,315.523,69.26,0.65,2445.5,-2384.4,26.4,1.33,0.72,0.74
14745,WEC,30/09/2019,2019,2,1838.7,3362,0.59,1590.2,315.436,83.37,0.74,1291.2,-1066.4,-280.2,2008.3,2889.9,0.59,2377.4,315.438,79.08,1.33,735.7,-606.6,-186.1,0.74,0.73,0.74
14746,WEC,31/12/2019,2019,3,1773,2818.4,0.59,1608,315.436,95.1,0.74,1840.7,-1734.5,-185.7,1838.7,3362,0.59,1590.2,315.436,83.37,0.74,1291.2,-1066.4,-280.2,0.74,0.72,0.77
14747,WEC,31/03/2020,2019,4,2093.6,3182.7,0.59,1947.5,315.435,92.23,0.77,2345.5,-2494.9,85.6,1773,2818.4,0.59,1608,315.436,95.1,0.74,1840.7,-1734.5,-185.7,0.77,1.32,1.43
14748,WEC,30/06/2020,2020,1,1845.3,2847.7,0.6325,2108.6,315.435,88.13,1.43,690.5,-463,-244.1,2093.6,3182.7,0.59,1947.5,315.435,92.23,0.77,2345.5,-2494.9,85.6,1.43,0.66,0.76
14749,WEC,30/09/2020,2020,2,1713.4,3484.6,0.6325,1548.7,315.435,87.65,0.76,1379.6,-1006.2,-393.3,1845.3,2847.7,0.6325,2108.6,315.435,88.13,1.43,690.5,-463,-244.1,0.76,0.76,0.84
14750,WEC,31/12/2020,2020,3,1727.2,2840,0.6325,1651,315.435,96.9,0.84,1949.7,-1563.1,-407.7,1713.4,3484.6,0.6325,1548.7,315.435,87.65,0.76,1379.6,-1006.2,-393.3,0.84,0.73,0.76
14814,LNT,30/06/2017,2017,1,749.8,1165,0.315,853.9,227.823,39.61,0.44,333.7,-303.6,-29.9,877.1,1162,0.2938,797,227.674,37.89,0.28,859.6,-1186.5,329.3,0.44,0.36,0.41
14815,LNT,30/09/2017,2017,2,814.7,1208.2,0.315,765.3,231.063,40.17,0.41,502,-626.4,123.5,749.8,1165,0.315,853.9,227.823,39.61,0.44,333.7,-303.6,-29.9,0.41,0.88,0.75
14816,LNT,31/12/2017,2017,3,751.5,1470.1,0.315,906.9,231.204,41.57,0.73,883.4,-1072.3,189.9,814.7,1208.2,0.315,765.3,231.063,40.17,0.41,502,-626.4,123.5,0.75,0.36,0.33
14817,LNT,31/03/2018,2017,4,905.1,2149,0.315,856.1,231.349,42.61,0.41,983.4,-1496.3,532.6,751.5,1470.1,0.315,906.9,231.204,41.57,0.73,883.4,-1072.3,189.9,0.33,0.5,0.52
14818,LNT,30/06/2018,2018,1,725.9,2073.5,0.3355,916.3,231.482,40.86,0.52,89.3,-85.2,-9.8,905.1,2149,0.315,856.1,231.349,42.61,0.41,983.4,-1496.3,532.6,0.52,0.44,0.43
14819,LNT,30/09/2018,2018,2,805.9,1257.4,0.335,816.1,233.773,42.32,0.43,-65,-178.5,221.6,725.9,2073.5,0.3355,916.3,231.482,40.86,0.52,89.3,-85.2,-9.8,0.43,0.84,0.85
14820,LNT,31/12/2018,2018,3,1124.8,1548.3,0.335,928.6,235.936,42.57,0.87,442.2,-815.7,587.4,805.9,1257.4,0.335,816.1,233.773,42.32,0.43,-65,-178.5,221.6,0.85,0.35,0.36
14821,LNT,31/03/2019,2018,4,785.1,1644.1,0.335,873.5,236.063,42.25,0.36,527.7,-1066.8,530.7,1124.8,1548.3,0.335,928.6,235.936,42.57,0.87,442.2,-815.7,587.4,0.36,0.52,0.53
14822,LNT,30/06/2019,2019,1,815.2,1587.7,0.355,987.2,237.394,47.13,0.53,181.1,-364.8,176,785.1,1644.1,0.335,873.5,236.063,42.25,0.36,527.7,-1066.8,530.7,0.53,0.45,0.4
14823,LNT,30/09/2019,2019,2,1027.3,1949,0.355,790.2,237.521,49.08,0.4,276.9,-607,478.8,815.2,1587.7,0.355,987.2,237.394,47.13,0.53,181.1,-364.8,176,0.4,0.9,0.94
14824,LNT,31/12/2019,2019,3,1113,2082.1,0.355,990.2,240.343,53.93,0.94,509.2,-861.1,526.1,1027.3,1949,0.355,790.2,237.521,49.08,0.4,276.9,-607,478.8,0.94,0.43,0.46
14825,LNT,31/03/2020,2019,4,875.5,2054.1,0.355,880.1,245.023,54.72,0.46,660.4,-1287.3,619.1,1113,2082.1,0.355,990.2,240.343,53.93,0.94,509.2,-861.1,526.1,0.46,0.56,0.7
14826,LNT,30/06/2020,2020,1,912.2,1650.2,0.38,915.7,249.504,48.29,0.7,160.2,-179.6,60.3,875.5,2054.1,0.355,880.1,245.023,54.72,0.46,660.4,-1287.3,619.1,0.7,0.4,0.54
14827,LNT,30/09/2020,2020,2,1044.3,1220.9,0.38,763.1,249.644,47.84,0.54,319.7,-392.3,264.3,912.2,1650.2,0.38,915.7,249.504,48.29,0.7,160.2,-179.6,60.3,0.54,0.9,0.94
14828,LNT,31/12/2020,2020,3,1033,1295,0.38,920.2,249.761,51.65,0.98,436,-679,419,1044.3,1220.9,0.38,763.1,249.644,47.84,0.54,319.7,-392.3,264.3,0.94,0.25,0.24
14898,XRX,30/06/2017,2017,1,4715,2624,0.0775,2454,1016.584,7.34,0.04,110,-35,-1258,6992,4654,0.0775,2734,1014.375,8.73,-0.83,838,-397,584,0.6,0.83,0.87
14899,XRX,30/09/2017,2017,2,4978,3414,0.25,2567,254.17,28.73,0.63,438,-112,-1338,4715,2624,0.0775,2454,1016.584,7.34,0.04,110,-35,-1258,0.87,0.83,0.89
14900,XRX,31/12/2017,2017,3,5629,3452,0.25,2497,254.586,33.29,0.68,53,-116,-430,4978,3414,0.25,2567,254.17,28.73,0.63,438,-112,-1338,0.89,0.96,1.04
14901,XRX,31/03/2018,2017,4,5230,2741,0.25,2747,254.613,29.15,-0.76,34,-31,-985,5629,3452,0.25,2497,254.586,33.29,0.68,53,-116,-430,1.04,0.72,0.68
14902,XRX,30/06/2018,2018,1,5386,3152,0.25,2435,254.679,28.78,0.08,216,-2,-117,5230,2741,0.25,2747,254.613,29.15,-0.76,34,-31,-985,0.68,0.84,0.8
14903,XRX,30/09/2018,2018,2,5080,2754,0.25,2510,255.102,24,0.42,451,-17,-456,5386,3152,0.25,2435,254.679,28.78,0.08,216,-2,-117,0.8,0.78,0.85
14904,XRX,31/12/2018,2018,3,4970,2736,0.25,2352,245.162,26.98,0.34,725,-40,-815,5080,2754,0.25,2510,255.102,24,0.42,451,-17,-456,0.85,1.04,1.14
14905,XRX,31/03/2019,2018,4,4695,3251,0.25,2533,229.623,19.76,0.56,1140,-29,-1301,4970,2736,0.25,2352,245.162,26.98,0.34,725,-40,-815,1.14,0.78,0.91
14906,XRX,30/06/2019,2019,1,4313,2929,0.25,2180,226.411,31.98,0.55,226,-18,-569,4695,3251,0.25,2533,229.623,19.76,0.56,1140,-29,-1301,0.91,0.88,0.99
14907,XRX,30/09/2019,2019,2,4237,3176,0.25,2263,220.787,35.41,0.77,539,-72,-846,4313,2929,0.25,2180,226.411,31.98,0.55,226,-18,-569,0.99,0.86,1.08
14908,XRX,31/12/2019,2019,3,4340,3923,0.25,2179,218.963,29.91,0.96,895,-68,-983,4237,3176,0.25,2263,220.787,35.41,0.77,539,-72,-846,1.08,1.02,1.33
14909,XRX,31/03/2020,2019,4,6140,3435,0.25,2444,212.59,36.87,3.61,1333,2148,-1834,4340,3923,0.25,2179,218.963,29.91,0.96,895,-68,-983,1.33,0.49,0.21
14910,XRX,30/06/2020,2020,1,5977,3373,0.25,1860,212.831,18.94,-0.03,173,-214,-60,6140,3435,0.25,2444,212.59,36.87,3.61,1333,2148,-1834,0.21,-0.03,0.15
14911,XRX,30/09/2020,2020,2,5391,3791,0.25,1465,213.014,15.29,0.11,207,-232,-432,5977,3373,0.25,1860,212.831,18.94,-0.03,173,-214,-60,0.15,0.24,0.48
14912,XRX,31/12/2020,2020,3,6541,3327,0.25,1767,205.957,18.77,0.41,313,-223,424,5391,3791,0.25,1465,213.014,15.29,0.11,207,-232,-432,0.48,0.61,0.58
14982,TJX,31/07/2017,2017,1,7548.5,4605.392,0.26,7784.024,643.276,78.64,0.82,448.434,-201.757,-484.114,7750.774,4757.656,0.26,9467.647,646.319,74.92,1.03,3601.894,-1214.878,-1561.912,0.39,0.42,0.425
14983,TJX,31/10/2017,2017,2,7567.781,4656.533,0.3125,8357.7,636.274,70.31,0.85,1103.046,-452.816,-1211.745,7548.5,4605.392,0.26,7784.024,643.276,78.64,0.82,448.434,-201.757,-484.114,0.425,0.5,0.5
14984,TJX,31/01/2018,2017,3,8390.034,5467.981,0.3125,8762.22,632.303,69.8,1,1929.423,-799.383,-1735.868,7567.781,4656.533,0.3125,8357.7,636.274,70.31,0.85,1103.046,-452.816,-1211.745,0.5,0.63,0.65
14985,TJX,30/04/2018,2017,4,8485.727,5125.537,0.3125,10960.72,628.009,80.32,1.37,3025.624,-1012.736,-2297.346,8390.034,5467.981,0.3125,8762.22,632.303,69.8,1,1929.423,-799.383,-1735.868,0.65,0.51,0.48
14986,TJX,31/07/2018,2018,1,8422.275,4976.864,0.3125,8688.72,625.203,84.85,1.13,724.885,-220.492,-526.007,8485.727,5125.537,0.3125,10960.72,628.009,80.32,1.37,3025.624,-1012.736,-2297.346,0.48,0.53,0.585
14987,TJX,31/10/2018,2018,2,8439.972,5137.817,0.39,9331.115,620.767,97.26,1.17,1560.665,-71.061,-1285.629,8422.275,4976.864,0.3125,8688.72,625.203,84.85,1.13,724.885,-220.492,-526.007,0.585,0.61,0.63
14988,TJX,31/01/2019,2018,3,9317.013,6013.825,0.39,9825.759,616.573,109.88,1.22,2477.757,-369.22,-2055.529,8439.972,5137.817,0.39,9331.115,620.767,97.26,1.17,1560.665,-71.061,-1285.629,0.63,0.68,0.68
14989,TJX,30/04/2019,2018,4,8469.222,5531.374,0.195,11127.34,1217.183,49.73,0.68,4088.459,-623.552,-3097.481,9317.013,6013.825,0.39,9825.759,616.573,109.88,1.22,2477.757,-369.22,-2055.529,0.68,0.55,0.57
14990,TJX,31/07/2019,2019,1,8067.212,6581.019,0.195,9277.585,1212.668,54.88,0.57,149.239,-326.709,-599.585,8469.222,5531.374,0.195,11127.34,1217.183,49.73,0.68,4088.459,-623.552,-3097.481,0.57,0.62,0.62
14991,TJX,31/10/2019,2019,2,8268.604,6600.741,0.23,9781.596,1208.933,54.56,0.62,899.244,-580.219,-1138.021,8067.212,6581.019,0.195,9277.585,1212.668,54.88,0.57,149.239,-326.709,-599.585,0.62,0.66,0.68
14992,TJX,31/01/2020,2019,3,9374.615,7687.144,0.23,10451.334,1203.184,57.65,0.68,1873.528,-997.755,-1833.494,8268.604,6600.741,0.23,9781.596,1208.933,54.56,0.62,899.244,-580.219,-1138.021,0.68,0.77,0.81
14993,TJX,30/04/2020,2019,4,8890.622,7150.247,0.23,12206.462,1199.1,59.04,0.81,4066.54,-1461.971,-2414.871,9374.615,7687.144,0.23,10451.334,1203.184,57.65,0.68,1873.528,-997.755,-1833.494,0.81,-0.16,-0.74
14994,TJX,31/07/2020,2020,1,10296.248,4669.547,0.23,4408.888,1197.877,49.05,-0.74,-3160.483,-221.103,4490.509,8890.622,7150.247,0.23,12206.462,1199.1,59.04,0.81,4066.54,-1461.971,-2414.871,-0.74,-0.17,-0.18
14995,TJX,31/10/2020,2020,2,11517.947,7647.251,0,6667.575,1199.061,51.99,-0.18,196.775,-318.818,3512.519,10296.248,4669.547,0.23,4408.888,1197.877,49.05,-0.74,-3160.483,-221.103,4490.509,-0.18,0.39,0.71
14996,TJX,31/01/2021,2020,3,16653.906,11817.194,0,10117.289,1200.631,50.8,0.71,4276.76,-444.178,3540.708,11517.947,7647.251,0,6667.575,1199.061,51.99,-0.18,196.775,-318.818,3512.519,0.71,0.63,0.5
15063,JKHY,31/12/2016,2017,1,342.9,379.371,0.28,345.028,78.096,85.55,0.79,133.371,-31.901,-87.261,431.929,443.732,0.28,366.969,78.695,87.27,1.06,365.116,-135.963,-307.156,0.79,0.74,0.75
15064,JKHY,31/03/2017,2017,2,323.737,328.588,0.28,348.553,77.624,88.78,0.75,163.867,-69.703,-100.286,342.9,379.371,0.28,345.028,78.096,85.55,0.79,133.371,-31.901,-87.261,0.75,0.72,0.77
15065,JKHY,30/06/2017,2017,3,299.154,269.876,0.31,353.768,77.644,93.1,0.77,198.867,-103.499,-122.762,323.737,328.588,0.28,348.553,77.624,88.78,0.75,163.867,-69.703,-100.286,0.77,0.83,0.82
15066,JKHY,30/09/2017,2017,4,520.031,471.192,0.31,383.768,77.423,103.87,0.83,357.322,-141.586,-171.281,299.154,269.876,0.31,353.768,77.644,93.1,0.77,198.867,-103.499,-122.762,0.82,0.79,0.8
15067,JKHY,31/12/2017,2018,1,403.871,414.74,0.31,361.284,77.226,102.79,0.86,138.722,-40.285,-109.162,520.031,471.192,0.31,383.768,77.423,103.87,0.83,357.322,-141.586,-171.281,0.8,0.8,0.8
15068,JKHY,31/03/2018,2018,2,369.6,353.754,0.31,357.209,77.256,116.96,2.08,176.908,-202.309,-31.645,403.871,414.74,0.31,361.284,77.226,102.79,0.86,138.722,-40.285,-109.162,0.8,0.86,0.93
15069,JKHY,30/06/2018,2018,3,362.03,289.238,0.37,374.048,77.287,120.95,0.89,234.872,-239.055,-53.18,369.6,353.754,0.31,357.209,77.256,116.96,2.08,176.908,-202.309,-31.645,0.93,0.95,1.1
15070,JKHY,30/09/2018,2018,4,468.536,487.896,0.37,378.256,77.171,130.36,0.87,412.142,-291.826,-203.641,362.03,289.238,0.37,374.048,77.287,120.95,0.89,234.872,-239.055,-53.18,1.1,0.93,1.08
15071,JKHY,31/12/2018,2019,1,457.839,420.226,0,392.543,77.291,160.08,1.08,146.734,-52.263,-11.039,468.536,487.896,0.37,378.256,77.171,130.36,0.87,412.142,-291.826,-203.641,1.08,0.85,0.88
15072,JKHY,31/03/2019,2019,2,362.639,340.074,0.74,386.275,77.171,126.52,0.88,192.044,-109.653,-87.675,457.839,420.226,0,392.543,77.291,160.08,1.08,146.734,-52.263,-11.039,0.88,0.77,0.77
15073,JKHY,30/06/2019,2019,3,388.556,330.865,0.4,380.364,77.197,138.74,0.77,233.369,-148.027,-81.384,362.639,340.074,0.74,386.275,77.171,126.52,0.88,192.044,-109.653,-87.675,0.77,0.77,0.79
15074,JKHY,30/09/2019,2019,4,569.448,469.962,0.4,393.509,76.988,133.92,0.79,431.128,-190.635,-178.305,388.556,330.865,0.4,380.364,77.197,138.74,0.77,233.369,-148.027,-81.384,0.79,1.04,1.16
15075,JKHY,31/12/2019,2020,1,484.123,393.078,0.4,438.005,76.928,145.97,1.16,123.052,-75.425,-44.576,569.448,469.962,0.4,393.509,76.988,133.92,0.79,431.128,-190.635,-178.305,1.16,0.89,0.94
15076,JKHY,31/03/2020,2020,2,427.731,343.154,0.4,419.119,76.714,145.67,0.94,215.013,-125.395,-110.733,484.123,393.078,0.4,438.005,76.928,145.97,1.16,123.052,-75.425,-44.576,0.94,0.8,0.96
15077,JKHY,30/06/2020,2020,3,479.65,298.408,0.43,429.406,76.607,155.24,0.96,276.453,-153.4,-107.167,427.731,343.154,0.4,419.119,76.714,145.67,0.94,215.013,-125.395,-110.733,0.96,0.78,0.8
15078,JKHY,30/09/2020,2020,4,669.101,494.845,0.43,410.537,76.63,184.03,0.8,510.532,-197.906,-192.909,479.65,298.408,0.43,429.406,76.607,155.24,0.96,276.453,-153.4,-107.167,0.8,1.05,1.19
15079,JKHY,31/12/2020,2021,1,574.539,407.377,0.43,451.8,76.304,162.59,1.19,114.477,-31.188,-101.314,669.101,494.845,0.43,410.537,76.63,184.03,0.8,510.532,-197.906,-192.909,1.19,0.87,0.94
15146,MSFT,31/12/2016,2017,1,157909,58810,0.36,21928,7784,57.6,0.72,11549,-18470,14329,139660,59357,0.36,20614,7808,51.17,0.39,33325,-23950,-8393,0.76,0.78,0.84
15147,MSFT,31/03/2017,2017,2,144949,70787,0.39,25826,7730,62.14,0.8,17842,-33221,17345,157909,58810,0.36,21928,7784,57.6,0.72,11549,-18470,14329,0.84,0.7,0.73
15148,MSFT,30/06/2017,2017,3,146313,52005,0.39,23212,7723,65.86,0.7,28502,-39412,11109,144949,70787,0.39,25826,7730,62.14,0.8,17842,-33221,17345,0.73,0.71,0.98
15149,MSFT,30/09/2017,2017,4,159851,64527,0.39,25605,7708,68.93,1.03,39507,-46781,8408,146313,52005,0.39,23212,7723,65.86,0.7,28502,-39412,11109,0.98,0.72,0.84
15150,MSFT,31/12/2017,2018,1,161031,51615,0.39,24538,7720,74.49,0.84,12440,-6904,-6341,159851,64527,0.39,25605,7708,68.93,1.03,39507,-46781,8408,0.84,0.86,0.96
15151,MSFT,31/03/2018,2018,2,167633,58099,0.42,28918,7705,85.54,-0.82,20315,-7235,-7893,161031,51615,0.39,24538,7720,74.49,0.84,12440,-6904,-6341,0.96,0.85,0.95
15152,MSFT,30/06/2018,2018,3,156659,46133,0.42,26819,7690,91.27,0.95,32466,-3391,-27551,167633,58099,0.42,28918,7705,85.54,-0.82,20315,-7235,-7893,0.95,1.08,1.13
15153,MSFT,30/09/2018,2018,4,169662,58488,0.42,30085,7677,98.61,1.14,43884,-6061,-33590,156659,46133,0.42,26819,7690,91.27,0.95,32466,-3391,-27551,1.13,0.96,1.14
15154,MSFT,31/12/2018,2019,1,164195,56277,0.42,29084,7680,114.37,1.14,13657,-2953,-7384,169662,58488,0.42,30085,7677,98.61,1.14,43884,-6061,-33590,1.14,1.09,1.1
15155,MSFT,31/03/2019,2019,2,156874,50318,0.46,32471,7683,101.57,1.08,22557,-7153,-20600,164195,56277,0.42,29084,7680,114.37,1.14,13657,-2953,-7384,1.1,1,1.14
15156,MSFT,30/06/2019,2019,3,159887,53861,0.46,30571,7666,117.94,1.14,36077,-8516,-28201,156874,50318,0.46,32471,7683,101.57,1.08,22557,-7153,-20600,1.14,1.21,1.37
15157,MSFT,30/09/2019,2019,4,175552,69420,0.46,33717,7643,133.96,1.71,52185,-15773,-36887,159887,53861,0.46,30571,7666,117.94,1.14,36077,-8516,-28201,1.37,1.24,1.38
15158,MSFT,31/12/2019,2020,1,165896,58118,0.46,33055,7634,139.03,1.38,13818,-1776,-10209,175552,69420,0.46,33717,7643,133.96,1.71,52185,-15773,-36887,1.38,1.32,1.51
15159,MSFT,31/03/2020,2020,2,167074,59640,0.51,36906,7611,157.7,1.51,24498,-7812,-19124,165896,58118,0.46,33055,7634,139.03,1.38,13818,-1776,-10209,1.51,1.29,1.4
15160,MSFT,30/06/2020,2020,3,170505,58707,0.51,35021,7590,157.71,1.4,42002,-7761,-33769,167074,59640,0.51,36906,7611,157.7,1.51,24498,-7812,-19124,1.4,1.38,1.46
15161,MSFT,30/09/2020,2020,4,181915,72310,0.51,38033,7571,203.51,1.46,60675,-12223,-46031,170505,58707,0.51,35021,7590,157.71,1.4,42002,-7761,-33769,1.46,1.54,1.82
15162,MSFT,31/12/2020,2021,1,177077,70056,0.51,37154,7564,210.33,1.82,19335,-5371,-10289,181915,72310,0.51,38033,7571,203.51,1.46,60675,-12223,-46031,1.82,1.64,2.03
15233,ORCL,30/11/2017,2017,1,73335,20226,0.19,9104,4171,50.33,0.5,6566,-1818,-5441,74515,24178,0.19,10893,4137,45.39,0.76,14126,-21494,9086,0.62,0.68,0.7
15234,ORCL,28/02/2018,2017,2,78545,15494,0.19,9589,4143,49.06,0.52,7416,-7528,-503,73335,20226,0.19,9104,4171,50.33,0.5,6566,-1818,-5441,0.7,0.72,0.83
15235,ORCL,31/05/2018,2017,3,77732,17968,0.19,9676,4093,50.67,-0.98,10726,-8785,-4523,78545,15494,0.19,9589,4143,49.06,0.52,7416,-7528,-503,0.83,0.94,0.99
15236,ORCL,31/08/2018,2017,4,75964,19195,0.19,11014,3997,46.72,0.79,15386,-5625,-9982,77732,17968,0.19,9676,4093,50.67,-0.98,10726,-8785,-4523,0.99,0.69,0.71
15237,ORCL,30/11/2018,2018,1,67009,19562,0.19,9193,3811,48.58,0.57,6722,3532,-13333,75964,19195,0.19,11014,3997,46.72,0.79,15386,-5625,-9982,0.71,0.78,0.8
15238,ORCL,28/02/2019,2018,2,56938,20315,0.19,9562,3632,48.76,0.61,7268,5452,-23356,67009,19562,0.19,9193,3811,48.58,0.57,6722,3532,-13333,0.8,0.84,0.87
15239,ORCL,31/05/2019,2018,3,47617,17986,0.19,9614,3443,52.13,0.76,10129,18651,-35595,56938,20315,0.19,9562,3632,48.76,0.61,7268,5452,-23356,0.87,1.08,1.16
15240,ORCL,31/08/2019,2018,4,46386,18630,0.24,11137,3359,50.6,1.07,14551,26557,-42056,47617,17986,0.19,9614,3443,52.13,0.76,10129,18651,-35595,1.16,0.81,0.81
15241,ORCL,30/11/2019,2019,1,42384,18875,0.24,9218,3296,52.06,0.63,6000,12386,-7802,46386,18630,0.24,11137,3359,50.6,1.07,14551,26557,-42056,0.81,0.88,0.9
15242,ORCL,29/02/2020,2019,2,34540,14592,0.24,9614,3214,56.14,0.69,6513,13619,-16096,42384,18875,0.24,9218,3296,52.06,0.63,6000,12386,-7802,0.9,0.96,0.97
15243,ORCL,31/05/2020,2019,3,33442,15740,0.24,9797,3161,49.46,0.79,9525,14099,-20265,34540,14592,0.24,9614,3214,56.14,0.69,6513,13619,-16096,0.97,1.2,1.2
15244,ORCL,31/08/2020,2019,4,52140,17200,0.24,10439,3067,53.77,0.99,13139,9843,-6132,33442,15740,0.24,9797,3161,49.46,0.79,9525,14099,-20265,1.2,0.86,0.93
15245,ORCL,30/11/2020,2020,1,49939,18748,0.24,9367,3014,57.22,0.72,5953,-9655,-6493,52140,17200,0.24,10439,3067,53.77,0.99,13139,9843,-6132,0.93,1,1.06
15246,ORCL,28/02/2021,2020,2,46251,21347,0.24,9800,2952,57.72,0.8,7341,-5803,-11047,49939,18748,0.24,9367,3014,57.22,0.72,5953,-9655,-6493,1.06,1.11,1.16
15259,COTY,31/12/2016,2017,1,2107.7,1882.9,0.275,1080.2,336.4,23.5,0,-15,-111.8,131.4,1938.4,1855.2,0,1075.6,337.1,25.99,-0.09,501.4,-1059.2,592.6,0.23,0.34,0.3
15260,COTY,31/03/2017,2017,2,3909.3,3137.8,0.125,2296.7,747,18.31,0.06,663.4,-342,299.2,2107.7,1882.9,0.275,1080.2,336.4,23.5,0,-15,-111.8,131.4,0.3,0.13,0.15
15261,COTY,30/06/2017,2017,3,3746.2,3257.7,0.125,2032.1,747.6,18.13,-0.22,706.7,-1056.1,781.1,3909.3,3137.8,0.125,2296.7,747,18.31,0.06,663.4,-342,299.2,0.15,0.09,0
15262,COTY,30/09/2017,2017,4,3581.5,3803.6,0.125,2241.3,747.9,18.76,-0.41,757.5,-1163.6,595.2,3746.2,3257.7,0.125,2032.1,747.6,18.13,-0.22,706.7,-1056.1,781.1,0,0.07,0.1
15263,COTY,31/12/2017,2018,1,4249.5,3948.5,0.125,2238.3,749.4,16.53,-0.03,-8.9,-116,492.4,3581.5,3803.6,0.125,2241.3,747.9,18.76,-0.41,757.5,-1163.6,595.2,0.1,0.23,0.32
15264,COTY,31/03/2018,2018,2,3879.2,4155.8,0.125,2637.6,749.8,19.89,0.15,307.8,-494,33.2,4249.5,3948.5,0.125,2238.3,749.4,16.53,-0.03,-8.9,-116,492.4,0.32,0.13,0.13
15265,COTY,30/06/2018,2018,3,3910.6,3941.8,0.125,2222.7,750.5,18.3,-0.1,188.9,-580.7,290.9,3879.2,4155.8,0.125,2637.6,749.8,19.89,0.15,307.8,-494,33.2,0.13,0.13,0.14
15266,COTY,30/09/2018,2018,4,3651,4044,0.125,2299.4,750.7,14.1,-0.24,413.7,-687.6,69.3,3910.6,3941.8,0.125,2222.7,750.5,18.3,-0.1,188.9,-580.7,290.9,0.14,0.08,0.11
15267,COTY,31/12/2018,2019,1,3740,3791.1,0.125,2031.3,750.8,12.56,-0.02,-81.9,-174.4,351.8,3651,4044,0.125,2299.4,750.7,14.1,-0.24,413.7,-687.6,69.3,0.11,0.22,0.24
15268,COTY,31/03/2019,2019,2,3714.4,3865,0.125,2511.2,751.2,6.56,-1.28,237.7,-300.1,153.7,3740,3791.1,0.125,2031.3,750.8,12.56,-0.02,-81.9,-174.4,351.8,0.24,0.12,0.13
15269,COTY,30/06/2019,2019,3,3402.5,3578.8,0.125,1990.6,751.4,11.5,-0.02,451.4,-371,-16.7,3714.4,3865,0.125,2511.2,751.2,6.56,-1.28,237.7,-300.1,153.7,0.13,0.16,0.16
